billing_id,customer_id,bill_date,amount_due,payment_status,payment_method
5933,5933,2024-07-30,240.74,Unpaid,Bank Transfer
5934,5934,2024-11-30,210.62,Pending,Cash
5935,5935,2024-11-13,287.27,Paid,Credit Card
5936,5936,2024-03-26,254.54,Unpaid,Cash
5937,5937,2024-06-18,131.36,Unpaid,Bank Transfer
5938,5938,2024-12-23,39.51,Pending,Bank Transfer
5939,5939,2024-10-30,188.1,Paid,PayPal
5940,5940,2024-09-29,129.46,Pending,PayPal
5941,5941,2024-12-15,97.53,Pending,PayPal
5942,5942,2024-09-09,297.95,Unpaid,Credit Card
5943,5943,2024-10-23,21.88,Unpaid,Credit Card
5944,5944,2024-12-21,213.35,Paid,Bank Transfer
5945,5945,2024-10-28,94.05,Unpaid,Cash
5946,5946,2025-02-03,52.64,Unpaid,Credit Card
5947,5947,2024-04-08,256.29,Pending,PayPal
5948,5948,2025-01-08,205.69,Paid,PayPal
5949,5949,2025-02-04,259.23,Pending,Credit Card
5950,5950,2024-06-26,271.59,Unpaid,Credit Card
5951,5951,2024-03-20,35.18,Paid,Cash
5952,5952,2024-07-21,132.72,Unpaid,PayPal
5953,5953,2025-01-20,54.37,Paid,Credit Card
5954,5954,2024-03-30,204.87,Paid,PayPal
5955,5955,2024-04-27,279.43,Pending,Credit Card
5956,5956,2024-07-11,274.89,Paid,PayPal
5957,5957,2024-04-11,270.1,Paid,Bank Transfer
5958,5958,2024-05-18,129.29,Paid,Credit Card
5959,5959,2024-10-10,55.71,Unpaid,Credit Card
5960,5960,2024-07-12,282.58,Pending,Cash
5961,5961,2025-02-01,298.77,Paid,PayPal
5962,5962,2025-01-07,79.42,Paid,Cash
5963,5963,2024-03-21,57.62,Unpaid,Credit Card
5964,5964,2024-12-08,40.57,Pending,Credit Card
5965,5965,2024-03-24,26.95,Paid,Bank Transfer
5966,5966,2024-03-31,246.66,Pending,Credit Card
5967,5967,2024-06-13,261.86,Paid,Cash
5968,5968,2025-01-01,289.39,Unpaid,Bank Transfer
5969,5969,2024-08-16,86.74,Pending,Cash
5970,5970,2024-11-18,127.83,Pending,PayPal
5971,5971,2024-12-17,269.76,Unpaid,Bank Transfer
5972,5972,2025-01-07,60.59,Pending,Bank Transfer
5973,5973,2024-11-05,116.43,Pending,Bank Transfer
5974,5974,2024-06-16,263.24,Pending,Credit Card
5975,5975,2024-10-30,292.05,Unpaid,Credit Card
5976,5976,2024-11-12,19.56,Unpaid,Credit Card
5977,5977,2024-03-17,73.41,Paid,Bank Transfer
5978,5978,2024-07-26,286.65,Paid,PayPal
5979,5979,2024-06-27,294.4,Paid,PayPal
5980,5980,2024-04-15,173.07,Unpaid,Cash
5981,5981,2024-11-13,72.62,Pending,Bank Transfer
5982,5982,2024-05-11,283.79,Paid,PayPal
5983,5983,2024-03-31,292.92,Unpaid,Bank Transfer
5984,5984,2024-12-18,43.02,Paid,Bank Transfer
5985,5985,2024-04-02,191.84,Paid,PayPal
5986,5986,2025-01-24,271.6,Paid,Bank Transfer
5987,5987,2024-10-09,157.29,Paid,Credit Card
5988,5988,2024-04-08,280.43,Unpaid,Cash
5989,5989,2024-03-29,210.32,Unpaid,Bank Transfer
5990,5990,2025-01-05,175.1,Paid,Cash
5991,5991,2024-09-24,214.99,Pending,PayPal
5992,5992,2024-05-21,180.59,Paid,Bank Transfer
5993,5993,2024-08-08,128.66,Paid,Bank Transfer
5994,5994,2024-09-19,60.49,Unpaid,PayPal
5995,5995,2024-09-20,221.8,Pending,Credit Card
5996,5996,2024-12-12,170.85,Unpaid,PayPal
5997,5997,2024-05-23,274.5,Paid,Credit Card
5998,5998,2025-01-21,154.75,Paid,Bank Transfer
5999,5999,2024-06-19,113.57,Pending,Bank Transfer
6000,6000,2024-09-14,259.63,Unpaid,Cash
6001,6001,2024-10-16,149.95,Unpaid,Credit Card
6002,6002,2024-07-11,58.15,Pending,Cash
6003,6003,2024-11-27,144.08,Unpaid,Cash
6004,6004,2024-07-26,200.56,Pending,Credit Card
6005,6005,2024-08-04,127.42,Paid,PayPal
6006,6006,2024-09-01,67.54,Pending,Bank Transfer
6007,6007,2024-07-16,21.41,Pending,Credit Card
6008,6008,2024-11-28,260.35,Pending,PayPal
6009,6009,2024-10-20,277.16,Unpaid,PayPal
6010,6010,2024-11-12,103.76,Pending,Credit Card
6011,6011,2024-10-03,29.89,Paid,Cash
6012,6012,2025-03-14,131.22,Pending,Bank Transfer
6013,6013,2024-11-22,142.49,Paid,Credit Card
6014,6014,2025-02-03,198.66,Paid,Bank Transfer
6015,6015,2024-12-26,197.4,Paid,Cash
6016,6016,2024-08-26,260.21,Unpaid,Bank Transfer
6017,6017,2024-07-02,145.55,Pending,PayPal
6018,6018,2024-06-28,40.29,Unpaid,Bank Transfer
6019,6019,2024-11-07,129.84,Unpaid,Cash
6020,6020,2024-10-07,45.81,Paid,Cash
6021,6021,2024-08-01,265.41,Pending,PayPal
6022,6022,2024-08-29,162.1,Unpaid,Cash
6023,6023,2024-08-10,259.12,Pending,Credit Card
6024,6024,2025-01-31,54.8,Paid,Bank Transfer
6025,6025,2024-05-21,123.15,Unpaid,Credit Card
6026,6026,2024-11-21,195.66,Pending,PayPal
6027,6027,2024-11-28,16.25,Paid,Bank Transfer
6028,6028,2024-08-09,130.04,Pending,PayPal
6029,6029,2024-11-09,196.37,Pending,Bank Transfer
6030,6030,2024-08-07,268.72,Pending,Bank Transfer
6031,6031,2024-12-15,111.75,Unpaid,PayPal
6032,6032,2024-11-11,72.24,Paid,PayPal
6033,6033,2024-06-16,265.26,Pending,Bank Transfer
6034,6034,2024-09-04,149.62,Unpaid,PayPal
6035,6035,2024-05-18,194.62,Pending,Bank Transfer
6036,6036,2025-01-28,127.67,Pending,Credit Card
6037,6037,2024-09-18,89.92,Paid,Cash
6038,6038,2024-11-17,221.93,Paid,PayPal
6039,6039,2024-07-21,30.84,Paid,Bank Transfer
6040,6040,2024-06-13,93.9,Unpaid,Credit Card
6041,6041,2024-09-12,195.58,Pending,Cash
6042,6042,2024-09-14,162.41,Unpaid,Credit Card
6043,6043,2024-04-15,104.63,Paid,Cash
6044,6044,2024-07-22,40.99,Pending,PayPal
6045,6045,2024-10-01,17.29,Paid,PayPal
6046,6046,2024-10-03,162.38,Unpaid,Cash
6047,6047,2024-08-24,261.26,Unpaid,PayPal
6048,6048,2024-03-22,178.33,Pending,PayPal
6049,6049,2024-11-01,133.02,Paid,Credit Card
6050,6050,2024-07-12,93.42,Paid,Credit Card
6051,6051,2025-01-25,146.91,Unpaid,PayPal
6052,6052,2024-11-17,290.25,Paid,Bank Transfer
6053,6053,2024-06-23,107.24,Unpaid,Cash
6054,6054,2024-09-29,224.18,Pending,Cash
6055,6055,2024-08-21,294.41,Paid,Credit Card
6056,6056,2024-11-10,73.57,Unpaid,Credit Card
6057,6057,2024-05-22,149.75,Unpaid,Cash
6058,6058,2025-03-04,55.66,Pending,Credit Card
6059,6059,2024-10-27,209.54,Unpaid,Credit Card
6060,6060,2025-01-01,20.31,Paid,PayPal
6061,6061,2024-11-16,160.53,Paid,Cash
6062,6062,2025-02-19,174.51,Pending,Cash
6063,6063,2024-08-30,94.88,Pending,PayPal
6064,6064,2024-04-15,206.32,Paid,PayPal
6065,6065,2024-03-19,161.38,Unpaid,Cash
6066,6066,2025-02-10,117.61,Paid,Bank Transfer
6067,6067,2024-04-07,139.2,Pending,Bank Transfer
6068,6068,2024-12-07,286.88,Paid,Bank Transfer
6069,6069,2024-11-01,119.85,Pending,PayPal
6070,6070,2025-02-07,60.13,Pending,Credit Card
6071,6071,2024-08-25,212.76,Pending,Bank Transfer
6072,6072,2025-03-08,123.27,Pending,PayPal
6073,6073,2024-03-27,206.06,Unpaid,Cash
6074,6074,2025-02-18,148.1,Unpaid,Cash
6075,6075,2024-12-08,71.24,Unpaid,Cash
6076,6076,2025-01-21,94.5,Pending,PayPal
6077,6077,2024-05-12,299.2,Paid,Credit Card
6078,6078,2024-04-21,218.55,Unpaid,Cash
6079,6079,2025-02-22,271.08,Unpaid,Cash
6080,6080,2024-08-31,150.59,Unpaid,Bank Transfer
6081,6081,2024-06-09,186.34,Pending,Cash
6082,6082,2024-06-13,195.79,Pending,Bank Transfer
6083,6083,2024-12-22,59.55,Unpaid,Cash
6084,6084,2024-06-02,93.29,Pending,Cash
6085,6085,2024-08-05,174.51,Paid,PayPal
6086,6086,2024-11-11,166.2,Unpaid,Bank Transfer
6087,6087,2024-05-21,164.95,Paid,Credit Card
6088,6088,2024-10-08,17.6,Pending,Bank Transfer
6089,6089,2024-09-09,287.64,Paid,Cash
6090,6090,2024-12-10,165.33,Paid,Cash
6091,6091,2024-12-11,193.04,Unpaid,Cash
6092,6092,2024-09-24,273.01,Paid,Credit Card
6093,6093,2024-11-11,101.31,Unpaid,PayPal
6094,6094,2024-05-07,26.03,Unpaid,PayPal
6095,6095,2024-06-19,286.23,Paid,Bank Transfer
6096,6096,2025-01-30,26.72,Pending,PayPal
6097,6097,2024-10-26,121.06,Unpaid,PayPal
6098,6098,2024-04-29,289.0,Unpaid,Credit Card
6099,6099,2024-06-07,185.52,Pending,Cash
6100,6100,2025-01-15,184.6,Unpaid,Credit Card
6101,6101,2024-10-15,252.3,Paid,Bank Transfer
6102,6102,2024-11-25,48.96,Paid,Credit Card
6103,6103,2024-07-19,275.45,Paid,PayPal
6104,6104,2024-11-26,91.7,Pending,Cash
6105,6105,2024-04-14,218.98,Unpaid,Cash
6106,6106,2025-01-03,244.94,Pending,Bank Transfer
6107,6107,2025-02-26,23.8,Pending,Bank Transfer
6108,6108,2024-12-23,224.39,Pending,PayPal
6109,6109,2024-11-04,63.02,Pending,PayPal
6110,6110,2024-12-09,226.96,Pending,Bank Transfer
6111,6111,2024-11-05,289.03,Paid,Bank Transfer
6112,6112,2024-10-10,230.87,Pending,Credit Card
6113,6113,2024-09-20,137.81,Paid,Bank Transfer
6114,6114,2025-03-03,91.78,Pending,Bank Transfer
6115,6115,2024-03-29,172.82,Unpaid,PayPal
6116,6116,2024-05-17,141.61,Pending,Credit Card
6117,6117,2024-05-18,15.07,Unpaid,Cash
6118,6118,2025-02-10,146.22,Unpaid,Cash
6119,6119,2025-03-09,92.97,Unpaid,Cash
6120,6120,2025-01-23,12.95,Pending,Credit Card
6121,6121,2025-03-01,299.16,Unpaid,Bank Transfer
6122,6122,2024-09-06,36.95,Paid,Cash
6123,6123,2025-03-14,262.76,Unpaid,Bank Transfer
6124,6124,2024-08-30,271.9,Paid,PayPal
6125,6125,2024-04-14,212.98,Pending,Bank Transfer
6126,6126,2024-03-26,196.05,Unpaid,Bank Transfer
6127,6127,2024-09-28,281.07,Pending,PayPal
6128,6128,2024-05-07,117.68,Unpaid,Cash
6129,6129,2024-10-25,170.27,Unpaid,Bank Transfer
6130,6130,2024-06-18,71.46,Unpaid,Bank Transfer
6131,6131,2024-07-19,21.61,Paid,Bank Transfer
6132,6132,2024-04-12,277.87,Pending,PayPal
6133,6133,2024-06-25,107.3,Pending,Cash
6134,6134,2024-10-04,82.18,Pending,Credit Card
6135,6135,2024-08-07,275.89,Pending,Cash
6136,6136,2024-08-01,116.15,Paid,Credit Card
6137,6137,2024-04-17,282.29,Paid,Bank Transfer
6138,6138,2024-10-02,226.09,Unpaid,Cash
6139,6139,2024-10-01,175.44,Unpaid,Bank Transfer
6140,6140,2024-11-28,89.36,Unpaid,Cash
6141,6141,2024-10-26,70.46,Unpaid,PayPal
6142,6142,2024-09-04,284.17,Unpaid,Cash
6143,6143,2024-11-14,111.65,Paid,Bank Transfer
6144,6144,2024-06-09,175.82,Unpaid,PayPal
6145,6145,2024-08-09,82.02,Pending,Credit Card
6146,6146,2025-02-06,154.05,Unpaid,Bank Transfer
6147,6147,2024-03-23,167.38,Pending,PayPal
6148,6148,2024-07-24,109.93,Paid,Credit Card
6149,6149,2024-11-02,94.75,Paid,Bank Transfer
6150,6150,2025-02-26,284.46,Paid,Bank Transfer
6151,6151,2024-03-29,235.24,Unpaid,Bank Transfer
6152,6152,2024-10-15,280.45,Pending,Bank Transfer
6153,6153,2024-07-29,132.75,Unpaid,Bank Transfer
6154,6154,2024-11-12,115.68,Unpaid,Bank Transfer
6155,6155,2024-11-28,127.51,Pending,Bank Transfer
6156,6156,2025-03-12,226.26,Paid,Bank Transfer
6157,6157,2024-06-06,119.2,Pending,PayPal
6158,6158,2024-05-02,216.63,Paid,Credit Card
6159,6159,2024-06-06,151.07,Unpaid,Credit Card
6160,6160,2024-09-20,178.69,Paid,Cash
6161,6161,2024-06-01,192.83,Paid,Cash
6162,6162,2025-03-09,96.49,Paid,Credit Card
6163,6163,2025-01-27,200.42,Pending,Credit Card
6164,6164,2024-06-16,143.58,Unpaid,Cash
6165,6165,2024-10-02,270.27,Pending,Bank Transfer
6166,6166,2024-11-23,139.38,Pending,Credit Card
6167,6167,2024-08-09,270.52,Unpaid,Credit Card
6168,6168,2024-06-25,101.61,Paid,Bank Transfer
6169,6169,2024-07-14,208.11,Unpaid,Cash
6170,6170,2024-09-14,146.51,Paid,Credit Card
6171,6171,2024-10-10,246.93,Unpaid,Credit Card
6172,6172,2025-02-22,262.02,Paid,Cash
6173,6173,2025-01-19,151.77,Pending,PayPal
6174,6174,2024-06-30,287.04,Paid,Cash
6175,6175,2024-08-04,190.05,Pending,Cash
6176,6176,2024-10-12,128.71,Paid,Credit Card
6177,6177,2024-07-03,47.8,Paid,Credit Card
6178,6178,2025-01-11,143.11,Paid,Credit Card
6179,6179,2024-04-21,225.91,Paid,Credit Card
6180,6180,2024-07-20,202.76,Paid,PayPal
6181,6181,2024-11-14,229.02,Paid,Bank Transfer
6182,6182,2024-05-05,134.6,Paid,Cash
6183,6183,2024-12-31,142.38,Unpaid,Bank Transfer
6184,6184,2024-12-09,192.15,Paid,PayPal
6185,6185,2024-07-12,120.35,Pending,Credit Card
6186,6186,2024-12-14,169.57,Pending,PayPal
6187,6187,2024-09-22,294.9,Pending,Credit Card
6188,6188,2024-09-25,181.12,Pending,PayPal
6189,6189,2025-01-27,193.44,Unpaid,Cash
6190,6190,2024-11-26,188.5,Unpaid,PayPal
6191,6191,2024-04-13,215.5,Paid,Cash
6192,6192,2024-09-06,54.07,Unpaid,PayPal
6193,6193,2024-08-04,230.15,Paid,Credit Card
6194,6194,2024-11-16,240.22,Paid,PayPal
6195,6195,2024-06-05,288.56,Pending,Cash
6196,6196,2025-01-15,246.22,Paid,PayPal
6197,6197,2024-07-02,242.62,Unpaid,Cash
6198,6198,2024-07-16,275.92,Unpaid,Bank Transfer
6199,6199,2025-01-21,29.7,Unpaid,Credit Card
6200,6200,2024-09-10,65.07,Unpaid,Credit Card
6201,6201,2024-10-21,167.76,Paid,PayPal
6202,6202,2024-12-05,77.41,Paid,PayPal
6203,6203,2024-06-04,193.07,Pending,Credit Card
6204,6204,2024-07-28,257.25,Pending,Cash
6205,6205,2024-11-14,182.45,Pending,Credit Card
6206,6206,2024-09-08,47.01,Paid,Cash
6207,6207,2024-05-23,248.52,Unpaid,Cash
6208,6208,2024-06-10,91.34,Paid,Bank Transfer
6209,6209,2024-06-05,230.87,Paid,Cash
6210,6210,2025-01-12,193.78,Unpaid,PayPal
6211,6211,2024-07-02,216.96,Pending,Credit Card
6212,6212,2024-04-28,283.55,Pending,Bank Transfer
6213,6213,2025-01-06,170.3,Pending,Cash
6214,6214,2024-10-17,212.69,Pending,PayPal
6215,6215,2024-04-14,168.89,Paid,Credit Card
6216,6216,2024-06-15,47.32,Paid,Cash
6217,6217,2024-12-05,141.32,Unpaid,Bank Transfer
6218,6218,2024-12-27,13.83,Paid,Cash
6219,6219,2024-11-02,165.37,Paid,Bank Transfer
6220,6220,2024-03-22,89.04,Paid,PayPal
6221,6221,2024-07-28,226.8,Pending,PayPal
6222,6222,2024-04-04,31.82,Paid,Bank Transfer
6223,6223,2024-09-07,202.47,Paid,Bank Transfer
6224,6224,2025-02-10,116.18,Unpaid,Credit Card
6225,6225,2025-02-25,68.28,Unpaid,Bank Transfer
6226,6226,2024-09-09,210.53,Paid,Credit Card
6227,6227,2024-11-15,196.66,Unpaid,PayPal
6228,6228,2024-05-12,105.75,Paid,Bank Transfer
6229,6229,2024-07-24,229.66,Unpaid,Bank Transfer
6230,6230,2025-03-09,33.79,Unpaid,Cash
6231,6231,2024-08-07,94.62,Paid,Bank Transfer
6232,6232,2024-11-24,135.3,Pending,Bank Transfer
6233,6233,2024-05-30,297.34,Pending,Credit Card
6234,6234,2025-03-06,68.72,Paid,Credit Card
6235,6235,2024-03-17,80.74,Paid,PayPal
6236,6236,2024-06-07,182.19,Unpaid,Cash
6237,6237,2025-02-19,114.33,Unpaid,Bank Transfer
6238,6238,2025-01-30,256.99,Pending,Credit Card
6239,6239,2024-04-27,146.35,Pending,Bank Transfer
6240,6240,2025-03-06,144.97,Unpaid,Bank Transfer
6241,6241,2025-03-15,33.95,Pending,PayPal
6242,6242,2024-10-11,285.47,Pending,Credit Card
6243,6243,2024-05-26,136.64,Unpaid,Credit Card
6244,6244,2024-05-13,292.4,Unpaid,Credit Card
6245,6245,2024-09-08,69.63,Unpaid,Bank Transfer
6246,6246,2025-02-18,236.37,Unpaid,Cash
6247,6247,2024-06-03,57.01,Paid,Cash
6248,6248,2024-09-02,15.11,Unpaid,Credit Card
6249,6249,2024-05-04,193.33,Unpaid,Credit Card
6250,6250,2024-04-30,276.28,Paid,Credit Card
6251,6251,2024-08-12,222.37,Unpaid,Bank Transfer
6252,6252,2024-07-24,178.78,Pending,Bank Transfer
6253,6253,2024-10-09,90.92,Pending,Cash
6254,6254,2024-07-21,67.22,Pending,PayPal
6255,6255,2025-01-15,73.87,Paid,PayPal
6256,6256,2024-04-13,32.86,Unpaid,Bank Transfer
6257,6257,2024-10-28,80.88,Unpaid,Cash
6258,6258,2025-02-16,138.28,Pending,Credit Card
6259,6259,2024-08-07,39.2,Pending,Credit Card
6260,6260,2024-05-08,275.14,Paid,Credit Card
6261,6261,2024-03-20,298.31,Unpaid,PayPal
6262,6262,2025-02-20,122.68,Unpaid,Cash
6263,6263,2024-05-19,96.76,Unpaid,Cash
6264,6264,2024-06-17,192.22,Paid,PayPal
6265,6265,2024-06-06,206.3,Paid,Cash
6266,6266,2024-03-31,54.48,Unpaid,Credit Card
6267,6267,2024-04-07,220.62,Pending,PayPal
6268,6268,2024-12-13,144.74,Paid,Bank Transfer
6269,6269,2024-07-11,236.59,Pending,PayPal
6270,6270,2024-04-20,202.88,Unpaid,Credit Card
6271,6271,2025-01-21,91.67,Pending,Bank Transfer
6272,6272,2024-09-24,287.32,Paid,PayPal
6273,6273,2024-07-19,69.93,Paid,Bank Transfer
6274,6274,2024-03-23,136.36,Pending,Cash
6275,6275,2024-06-23,217.49,Paid,Credit Card
6276,6276,2024-08-28,239.11,Unpaid,PayPal
6277,6277,2024-05-25,117.83,Paid,Bank Transfer
6278,6278,2024-11-27,183.76,Pending,PayPal
6279,6279,2025-01-21,262.05,Paid,PayPal
6280,6280,2024-07-03,289.6,Pending,Bank Transfer
6281,6281,2024-03-30,147.74,Paid,Credit Card
6282,6282,2024-10-15,20.78,Paid,Cash
6283,6283,2024-08-17,250.22,Paid,Cash
6284,6284,2024-12-24,254.5,Pending,Bank Transfer
6285,6285,2024-10-21,195.26,Unpaid,Cash
6286,6286,2024-12-04,191.07,Unpaid,PayPal
6287,6287,2025-03-10,54.16,Unpaid,Cash
6288,6288,2025-03-09,85.86,Paid,Cash
6289,6289,2024-03-25,276.97,Paid,Credit Card
6290,6290,2024-06-25,191.93,Unpaid,Bank Transfer
6291,6291,2024-04-17,282.24,Paid,Cash
6292,6292,2024-10-14,49.05,Paid,Bank Transfer
6293,6293,2024-12-08,47.37,Unpaid,Bank Transfer
6294,6294,2024-07-12,10.64,Pending,Bank Transfer
6295,6295,2024-09-16,161.66,Pending,Credit Card
6296,6296,2025-02-26,138.92,Unpaid,Credit Card
6297,6297,2025-03-01,59.34,Unpaid,Credit Card
6298,6298,2024-08-11,100.08,Pending,Cash
6299,6299,2024-03-20,134.34,Unpaid,Cash
6300,6300,2024-06-22,187.23,Pending,Credit Card
6301,6301,2024-11-13,280.69,Unpaid,PayPal
6302,6302,2024-04-06,80.16,Pending,Bank Transfer
6303,6303,2024-06-26,142.04,Pending,Cash
6304,6304,2025-03-01,107.6,Paid,Bank Transfer
6305,6305,2024-09-22,187.42,Unpaid,Cash
6306,6306,2024-03-16,160.14,Unpaid,Bank Transfer
6307,6307,2024-04-06,164.39,Pending,Bank Transfer
6308,6308,2024-06-20,157.68,Unpaid,PayPal
6309,6309,2024-08-22,47.39,Pending,PayPal
6310,6310,2024-06-05,15.56,Paid,PayPal
6311,6311,2024-09-10,204.58,Unpaid,Bank Transfer
6312,6312,2024-03-25,230.94,Pending,PayPal
6313,6313,2024-05-30,229.4,Unpaid,Cash
6314,6314,2024-09-28,14.71,Unpaid,Credit Card
6315,6315,2024-04-01,33.06,Paid,PayPal
6316,6316,2024-07-23,188.99,Pending,Credit Card
6317,6317,2024-07-07,162.68,Unpaid,PayPal
6318,6318,2024-11-08,17.39,Unpaid,Cash
6319,6319,2025-02-11,218.41,Paid,PayPal
6320,6320,2024-06-24,11.75,Pending,Cash
6321,6321,2024-09-17,51.99,Paid,Credit Card
6322,6322,2024-12-27,206.95,Paid,PayPal
6323,6323,2024-04-26,136.72,Unpaid,PayPal
6324,6324,2024-11-24,107.38,Pending,Bank Transfer
6325,6325,2024-05-09,292.74,Paid,PayPal
6326,6326,2024-04-13,134.34,Paid,Cash
6327,6327,2025-02-18,22.88,Paid,Bank Transfer
6328,6328,2025-01-19,129.05,Pending,Bank Transfer
6329,6329,2024-08-06,213.97,Pending,PayPal
6330,6330,2024-07-30,264.11,Paid,Credit Card
6331,6331,2024-07-23,119.98,Unpaid,Bank Transfer
6332,6332,2024-12-07,196.7,Paid,Bank Transfer
6333,6333,2024-12-04,73.91,Unpaid,Credit Card
6334,6334,2024-08-09,273.43,Unpaid,Credit Card
6335,6335,2024-10-21,57.43,Unpaid,Bank Transfer
6336,6336,2024-05-24,38.69,Paid,PayPal
6337,6337,2024-09-29,253.05,Pending,Credit Card
6338,6338,2024-08-06,192.07,Paid,Bank Transfer
6339,6339,2024-04-07,252.46,Unpaid,PayPal
6340,6340,2024-05-22,29.94,Unpaid,Cash
6341,6341,2024-10-31,171.35,Paid,PayPal
6342,6342,2025-02-04,185.88,Paid,Credit Card
6343,6343,2024-06-25,291.02,Unpaid,Credit Card
6344,6344,2024-10-15,290.19,Unpaid,PayPal
6345,6345,2024-07-11,249.07,Pending,PayPal
6346,6346,2025-02-19,170.84,Pending,Cash
6347,6347,2024-07-14,207.66,Pending,Credit Card
6348,6348,2025-01-06,41.8,Paid,PayPal
6349,6349,2024-09-26,85.59,Unpaid,PayPal
6350,6350,2024-07-28,198.79,Pending,Cash
6351,6351,2024-07-05,250.26,Paid,PayPal
6352,6352,2024-11-01,158.87,Paid,Cash
6353,6353,2024-04-21,272.28,Unpaid,Bank Transfer
6354,6354,2024-10-09,86.16,Pending,Cash
6355,6355,2024-06-04,141.23,Paid,Bank Transfer
6356,6356,2024-09-19,208.33,Unpaid,PayPal
6357,6357,2024-10-01,290.15,Paid,PayPal
6358,6358,2024-08-26,110.28,Paid,PayPal
6359,6359,2025-01-31,200.81,Pending,PayPal
6360,6360,2024-03-26,73.58,Unpaid,Credit Card
6361,6361,2025-01-22,142.41,Unpaid,Bank Transfer
6362,6362,2024-12-12,257.87,Unpaid,PayPal
6363,6363,2024-04-07,78.19,Pending,Credit Card
6364,6364,2024-03-27,90.99,Pending,Cash
6365,6365,2025-01-19,71.03,Paid,PayPal
6366,6366,2024-11-03,139.9,Pending,PayPal
6367,6367,2025-01-04,242.82,Pending,Cash
6368,6368,2025-01-30,160.37,Unpaid,Cash
6369,6369,2025-01-29,258.36,Pending,Credit Card
6370,6370,2024-03-26,71.23,Paid,Credit Card
6371,6371,2024-12-13,64.37,Paid,Cash
6372,6372,2024-08-24,85.32,Unpaid,Credit Card
6373,6373,2025-03-02,102.61,Paid,PayPal
6374,6374,2024-08-21,171.28,Unpaid,Cash
6375,6375,2025-01-31,110.23,Unpaid,Bank Transfer
6376,6376,2024-09-07,232.44,Pending,Bank Transfer
6377,6377,2024-05-01,273.53,Paid,PayPal
6378,6378,2024-09-11,52.65,Pending,Bank Transfer
6379,6379,2024-10-26,244.25,Paid,PayPal
6380,6380,2024-03-21,291.0,Paid,Cash
6381,6381,2024-11-15,209.89,Unpaid,Cash
6382,6382,2024-04-13,279.0,Paid,Credit Card
6383,6383,2024-08-09,64.63,Paid,PayPal
6384,6384,2024-04-16,100.83,Unpaid,Cash
6385,6385,2024-10-04,72.61,Unpaid,Credit Card
6386,6386,2024-06-07,111.5,Pending,PayPal
6387,6387,2025-01-27,87.37,Paid,Cash
6388,6388,2024-12-26,268.31,Paid,Cash
6389,6389,2025-01-19,91.19,Unpaid,Bank Transfer
6390,6390,2024-11-18,263.26,Paid,Credit Card
6391,6391,2024-04-05,62.78,Unpaid,Credit Card
6392,6392,2024-04-04,224.52,Pending,Credit Card
6393,6393,2024-04-06,61.09,Unpaid,PayPal
6394,6394,2024-04-02,20.22,Paid,Credit Card
6395,6395,2024-06-10,298.86,Paid,Bank Transfer
6396,6396,2025-01-08,281.37,Paid,Cash
6397,6397,2024-12-11,99.45,Unpaid,Bank Transfer
6398,6398,2024-10-07,283.65,Paid,Credit Card
6399,6399,2024-04-22,146.05,Unpaid,Bank Transfer
6400,6400,2024-11-15,231.83,Pending,Credit Card
6401,6401,2024-10-23,41.04,Pending,Bank Transfer
6402,6402,2024-04-11,58.56,Paid,PayPal
6403,6403,2025-01-15,100.94,Paid,Bank Transfer
6404,6404,2024-10-31,65.05,Unpaid,Credit Card
6405,6405,2024-08-04,112.83,Unpaid,Cash
6406,6406,2024-12-09,184.44,Pending,Credit Card
6407,6407,2025-02-07,165.74,Unpaid,Cash
6408,6408,2025-02-09,56.42,Paid,PayPal
6409,6409,2024-11-26,121.17,Pending,Credit Card
6410,6410,2024-07-26,164.47,Pending,PayPal
6411,6411,2024-09-21,296.5,Paid,PayPal
6412,6412,2024-08-21,233.37,Pending,Cash
6413,6413,2025-01-21,238.54,Pending,Credit Card
6414,6414,2024-03-28,207.83,Paid,PayPal
6415,6415,2024-12-20,193.28,Paid,Bank Transfer
6416,6416,2024-08-13,74.16,Paid,Credit Card
6417,6417,2024-09-12,216.5,Unpaid,Credit Card
6418,6418,2024-06-12,101.65,Pending,PayPal
6419,6419,2025-01-21,190.47,Unpaid,Credit Card
6420,6420,2024-08-13,124.89,Pending,Bank Transfer
6421,6421,2024-06-05,95.93,Pending,Cash
6422,6422,2024-08-14,165.75,Unpaid,Credit Card
6423,6423,2025-02-12,57.42,Pending,Credit Card
6424,6424,2025-02-27,139.35,Paid,Bank Transfer
6425,6425,2024-08-01,244.83,Paid,Credit Card
6426,6426,2024-10-04,177.58,Pending,PayPal
6427,6427,2024-07-18,85.38,Unpaid,Bank Transfer
6428,6428,2024-09-21,85.17,Paid,Bank Transfer
6429,6429,2024-12-04,76.75,Paid,PayPal
6430,6430,2025-01-13,151.84,Unpaid,PayPal
6431,6431,2025-03-12,296.92,Paid,Cash
6432,6432,2024-10-27,202.26,Unpaid,Bank Transfer
6433,6433,2024-04-10,87.04,Pending,Bank Transfer
6434,6434,2024-08-10,79.43,Unpaid,PayPal
6435,6435,2024-10-07,65.7,Paid,Bank Transfer
6436,6436,2024-09-11,143.92,Paid,Credit Card
6437,6437,2024-08-27,216.25,Paid,Bank Transfer
6438,6438,2024-05-17,77.95,Paid,PayPal
6439,6439,2025-03-09,12.21,Pending,Credit Card
6440,6440,2024-04-02,31.85,Pending,PayPal
